person	organization	document_count	person_total_documents	share_of_person_documents
Н.К. Буянского	ГУГБ	1	1	1.0
Н.К. Буянского	НКВД	1	1	1.0
Н.К. Буянского	ЦК ВКП(б)	1	1	1.0
Н.К. Магдарьева	ГУГБ	1	2	0.5
Н.Л. Лурье	ГУГБ	1	2	0.5
Н.Л. Лурье	Коминтерн	1	2	0.5
Н.Л. Лурье	НКВД	1	2	0.5
Н.Л. Лурье	ЦИК СССР	1	2	0.5
Н.М. Букалова	ВКП(б)	1	1	1.0
Н.М. Букалова	ГУГБ	1	1	1.0
Н.М. Букалова	НКВД	1	1	1.0
Н.М. Букалова	ЦК ВКП(б)	1	1	1.0
Н.М. Гальперина	ГУГБ	1	1	1.0
Н.М. Маторина	НКВД	1	2	0.5
Н.М. Маторина	ЦК ВКП(б)	1	2	0.5
Н.М. Насонова	ВКП(б)	1	2	0.5
Н.Н. Алексеева	ИККИ	1	2	0.5
Н.Н. Алексеева	Коминтерн	1	2	0.5
Н.Н. Алексеева	ЦК ВКП(б)	1	2	0.5
Н.Н. Ванага	ВКП(б)	1	1	1.0
Н.Н. Ванага	ГУГБ	1	1	1.0
Н.Н. Колотилина	ВКП(б)	1	1	1.0
Н.Н. Колотилина	ЦК ВКП(б)	1	1	1.0
Н.Н. Крестинского	ВКП(б)	1	3	0.3333
Н.Н. Крестинского	Политбюро	1	3	0.3333
Н.Н. Крестинского	Правда	1	3	0.3333
Н.Н. Крестинского	ЦК ВКП(б)	1	3	0.3333
Н.Н. Мищенко	ВКП(б)	1	2	0.5
Н.Н. Соина	ВКП(б)	1	1	1.0
Н.Н. Соина	НКВД	1	1	1.0
Н.Н. Соина	Правда	1	1	1.0
Н.Н. Соина	ЦК ВКП(б)	1	1	1.0
Н.Н. Шатским	ВКП(б)	1	3	0.3333
Н.Н. Шатским	Коминтерн	1	3	0.3333
Н.Н. Шатского	НКВД	1	2	0.5
Н.П. Гаврилова	ВКП(б)	1	1	1.0
Н.П. Гаврилова	ГУГБ	1	1	1.0
Н.П. Гаврилова	Правда	1	1	1.0
Н.П. Гаврилова	ЦК ВКП(б)	1	1	1.0
Н.П. Глебов-Авилов	НКВД	1	3	0.3333
Н.П. Глебов-Авилов	Совнарком	1	3	0.3333
Н.П. Михетко	НКВД	1	3	0.3333
Н.П. Михетко	Политбюро	1	3	0.3333
Н.П. Михетко	ЦИК СССР	1	3	0.3333
Н.П. Мясникова	ИККИ	1	7	0.1429
Н.П. Мясникова	Коминтерн	1	7	0.1429
Н.П. Мясникова	ЦК ВКП(б)	1	7	0.1429
Н.Р. Кикнадзе	НКВД	1	1	1.0
Н.С. Веритовой	ВКП(б)	1	1	1.0
Н.С. Веритовой	ГУГБ	1	1	1.0
Н.С. Веритовой	ЦК ВКП(б)	1	1	1.0
Н.С. Сычева	ВКП(б)	1	1	1.0
Н.С. Сычева	ЦК ВКП(б)	1	1	1.0
Н.С. Хрущева	ВКП(б)	1	1	1.0
Н.С. Хрущева	ЦК ВКП(б)	1	1	1.0
Н.Ф. Печерского	ВКП(б)	1	1	1.0
Н.Ф. Печерского	НКВД	1	1	1.0
Н.Ф. Печерского	ЦК ВКП(б)	1	1	1.0
О.А. Лидака	ВКП(б)	1	1	1.0
О.А. Лидака	ГУГБ	1	1	1.0
О.А. Лидака	ЦК ВКП(б)	1	1	1.0
О.А. Мешковской	ВКП(б)	1	1	1.0
О.А. Мешковской	ГУГБ	1	1	1.0
О.А. Мешковской	ИККИ	1	1	1.0
О.А. Мешковской	КПК	1	1	1.0
О.А. Мешковской	Коминтерн	1	1	1.0
О.А. Мешковской	ЦК ВКП(б)	1	1	1.0
О.П. Дзениса	ГУГБ	1	2	0.5
О.Ф. Янкуса	ВКП(б)	1	1	1.0
О.Ф. Янкуса	ГУГБ	1	1	1.0
О.Ф. Янкуса	ИККИ	1	1	1.0
О.Ф. Янкуса	Коминтерн	1	1	1.0
О.Ф. Янкуса	НКВД	1	1	1.0
О.Ф. Янкуса	ЦК ВКП(б)	1	1	1.0
Ольберг	Политбюро	1	94	0.0106
Ольберг	Прокуратура СССР	1	94	0.0106
Ольберг	ЦИК СССР	1	94	0.0106
П.А. Бака	ВКП(б)	1	1	1.0
П.А. Залуцкого	ЦК ВКП(б)	1	3	0.3333
П.А. Коваленко	ЦК ВКП(б)	1	5	0.2
П.А. Кравкова	ГУГБ	1	1	1.0
П.А. Кравкова	НКВД	1	1	1.0
П.А. Липшица	ГУГБ	1	2	0.5
П.А. Липшица	ИККИ	1	2	0.5
П.А. Липшица	КПК	1	2	0.5
П.А. Липшица	Политбюро	1	2	0.5
П.А. Николаева	ЦК ВКП(б)	1	10	0.1
П.В. Чистову	НКВД	1	1	1.0
П.Г. Орлова	ВКП(б)	1	1	1.0
П.Г. Петровского	ИККИ	1	2	0.5
П.Г. Петровского	Совнарком	1	2	0.5
П.И. Бакаева	НКВД	1	1	1.0
П.И. Бескиной	Известия	1	6	0.1667
П.И. Гордеевой	НКВД	1	3	0.3333
П.И. Гордеевой	Совнарком	1	3	0.3333
П.И. Жиромского	ВКП(б)	1	1	1.0
П.И. Жиромского	ГУГБ	1	1	1.0
П.И. Жиромского	ЦК ВКП(б)	1	1	1.0
П.И. Шабалкина	ВКП(б)	1	1	1.0
П.И. Шабалкина	ГУГБ	1	1	1.0
П.И. Шабалкина	Политбюро	1	1	1.0
П.И. Шабалкина	ЦК ВКП(б)	1	1	1.0
П.К. Александрова	ГУГБ	1	2	0.5
П.К. Александрова	ИККИ	1	2	0.5
П.К. Александрова	Политбюро	1	2	0.5
П.К. Александрова	Правда	1	2	0.5
П.К. Александрова	ЦК ВКП(б)	1	2	0.5
П.К. Башенкова	ВКП(б)	1	1	1.0
П.К. Башенкова	Совнарком	1	1	1.0
П.К. Башенкова	ЦК ВКП(б)	1	1	1.0
П.М. Репникова	ВКП(б)	1	2	0.5
П.М. Репникова	Политбюро	1	2	0.5
П.Н. Кашина	ВКП(б)	1	1	1.0
П.Н. Кашина	ГУГБ	1	1	1.0
П.Н. Кашина	НКВД	1	1	1.0
П.Н. Кашина	ЦК ВКП(б)	1	1	1.0
П.Н. Королева	ВКП(б)	1	1	1.0
П.Н. Королева	ГУГБ	1	1	1.0
П.Н. Королева	ЦК ВКП(б)	1	1	1.0
П.Н. Рокоса	ВКП(б)	1	1	1.0
П.Н. Рокоса	ГУГБ	1	1	1.0
П.Н. Рокоса	НКВД	1	1	1.0
П.Н. Рокоса	ЦК ВКП(б)	1	1	1.0
П.П. Бурмистрова	ВКП(б)	1	2	0.5
П.П. Бурмистрова	НКВД	1	2	0.5
П.П. Бурмистрова	ЦК ВКП(б)	1	2	0.5
П.П. Григорьева	ВКП(б)	1	1	1.0
П.П. Григорьева	ГУГБ	1	1	1.0
П.П. Григорьева	НКВД	1	1	1.0
П.П. Северова	ВКП(б)	1	2	0.5
П.П. Северовым	ГУГБ	1	1	1.0
П.П. Северовым	НКВД	1	1	1.0
П.Т. Богачева	ВКП(б)	1	1	1.0
П.Т. Богачева	ГУГБ	1	1	1.0
П.Т. Богачева	ЦК ВКП(б)	1	1	1.0
П.Ф. Зайцева	Правда	1	3	0.3333
П.Ф. Зайцева	Секретариат ЦИК СССР	1	3	0.3333
П.Ф. Полякова	НКВД	1	2	0.5
П.Ф. Поляковым	ГУГБ	1	1	1.0
П.Ф. Сапожникова	КПК	1	3	0.3333
П.Ф. Сапожникова	НКВД	1	3	0.3333
П.Ф. Сапожникова	Совнарком	1	3	0.3333
П.Э. Роцкана	Политбюро	1	3	0.3333
П.Э. Роцкана	ЦК ВКП(б)	1	3	0.3333
Пригожин	Политбюро	1	2	0.5
Пригожин	Правда	1	2	0.5
Пятаков	Верховный Суд СССР	1	22	0.0455
Р.А. Грюнштейн	ВКП(б)	1	1	1.0
Р.А. Грюнштейн	ГУГБ	1	1	1.0
Р.А. Грюнштейн	ЦК ВКП(б)	1	1	1.0
Р.В. Пикеля	Верховный Суд СССР	1	4	0.25
Р.В. Пикеля	Правда	1	4	0.25
Р.В. Пикеля	ЦК ВКП(б)	1	4	0.25
Р.Г. Миндель	ВКП(б)	1	1	1.0
Р.Г. Миндель	ГУГБ	1	1	1.0
Р.Г. Миндель	ИНО ГУГБ	1	1	1.0
Р.Г. Миндель	НКВД	1	1	1.0
Р.Г. Миндель	ЦИК СССР	1	1	1.0
Р.И. Тодорской	ВКП(б)	1	1	1.0
Р.И. Тодорской	НКВД	1	1	1.0
Р.И. Тодорской	ЦК ВКП(б)	1	1	1.0
Р.И. Эйхе	ВКП(б)	1	1	1.0
Р.И. Эйхе	ЦК ВКП(б)	1	1	1.0
Р.М. Кулишера	ВКП(б)	1	4	0.25
Р.М. Кулишера	Совнарком	1	4	0.25
Р.П. Катаняна	ВКП(б)	1	1	1.0
Р.П. Катаняна	НКВД	1	1	1.0
Р.П. Катаняна	Правда	1	1	1.0
Р.П. Катаняна	ЦК ВКП(б)	1	1	1.0
Р.С. Беннет	Коминтерн	1	2	0.5
Р.Ф. Брамбилло	ВКП(б)	1	1	1.0
Р.Ф. Брамбилло	ГУГБ	1	1	1.0
Р.Ф. Брамбилло	НКВД	1	1	1.0
Радек	ЦИК СССР	1	25	0.04
Радин	ГУГБ	1	2	0.5
Радин	ИККИ	1	2	0.5
Радин	Политбюро	1	2	0.5
Радин	Правда	1	2	0.5
Рыков	ГУГБ	1	18	0.0556
С.А. Асилова	ВКП(б)	1	1	1.0
С.А. Асилова	ГУГБ	1	1	1.0
С.А. Асилова	НКВД	1	1	1.0
С.А. Асилова	Правда	1	1	1.0
С.А. Асилова	ЦК ВКП(б)	1	1	1.0
С.А. Бабенко	Верховный Суд СССР	1	1	1.0
С.А. Бабенко	ГУГБ	1	1	1.0
С.А. Гоглидзе	ВКП(б)	1	2	0.5
С.А. Гоглидзе	ЦК ВКП(б)	1	2	0.5
С.А. Посвольского	ВКП(б)	1	1	1.0
С.А. Посвольского	Политбюро	1	1	1.0
С.А. Раевского	ВКП(б)	1	1	1.0
С.А. Раевского	ГУГБ	1	1	1.0
С.А. Раевского	КПК	1	1	1.0
С.А. Ратайчаком	НКВД	1	2	0.5
С.А. Розентретера	ВКП(б)	1	1	1.0
С.А. Розентретера	ГУГБ	1	1	1.0
С.А. Розентретера	НКВД	1	1	1.0
С.А. Руднева	ГУГБ	1	1	1.0
С.А. Саркисова	ВКП(б)	1	1	1.0
С.А. Саркисова	НКВД	1	1	1.0
С.А. Саркисова	ЦК ВКП(б)	1	1	1.0
С.А. Туровского	ВКП(б)	1	1	1.0
С.А. Туровского	Правда	1	1	1.0
С.А. Туровского	ЦК ВКП(б)	1	1	1.0
С.А. Чихладзе	ГУГБ	1	6	0.1667
С.А. Чихладзе	НКВД	1	6	0.1667
С.А. Чихладзе	Правда	1	6	0.1667
С.А. Чихладзе	ЦК ВКП(б)	1	6	0.1667
С.А. Шахиджанян	ГУГБ	1	1	1.0
С.В. Мрачковском	ВКП(б)	1	1	1.0
С.В. Мрачковском	НКВД	1	1	1.0
С.В. Мрачковском	Правда	1	1	1.0
С.В. Мрачковском	ЦК ВКП(б)	1	1	1.0
С.В. Носова	ВКП(б)	1	1	1.0
С.В. Носова	ГУГБ	1	1	1.0
С.В. Носова	НКВД	1	1	1.0
С.В. Носова	ЦК ВКП(б)	1	1	1.0
С.В. Слащева	ВКП(б)	1	1	1.0
С.В. Слащева	ГУГБ	1	1	1.0
С.В. Слащева	НКВД	1	1	1.0
С.Г. Виноградова	ВКП(б)	1	1	1.0
С.Г. Гродзенского	ВКП(б)	1	1	1.0
С.Г. Гродзенского	ГУГБ	1	1	1.0
С.Г. Гродзенского	НКВД	1	1	1.0
С.Г. Гродзенского	Политбюро	1	1	1.0
С.Г. Гродзенского	Совнарком	1	1	1.0
С.Г. Радомысльского	ГУГБ	1	2	0.5
С.Г. Радомысльского	КПК	1	2	0.5
С.Г. Радомысльского	КПК при ЦК ВКП(б)	1	2	0.5
С.Г. Радомысльского	НКВД	1	2	0.5
С.Г. Радомысльского	Политбюро	1	2	0.5
С.Г. Радомысльского	Правда	1	2	0.5
С.Г. Семенова	ВКП(б)	1	1	1.0
С.Г. Семенова	ГУГБ	1	1	1.0
С.Г. Семенова	НКВД	1	1	1.0
С.Г. Томсинского	ВКП(б)	1	1	1.0
С.Г. Томсинского	ГУГБ	1	1	1.0
С.Г. Томсинского	ИНО ГУГБ	1	1	1.0
С.Г. Томсинского	НКВД	1	1	1.0
С.Г. Томсинского	ЦК ВКП(б)	1	1	1.0
С.Е. Эйдмана	ВКП(б)	1	1	1.0
С.Е. Эйдмана	ГУГБ	1	1	1.0
С.Е. Эйдмана	НКВД	1	1	1.0
С.Е. Эйдмана	Политбюро	1	1	1.0
С.Е. Эйдмана	ЦК ВКП(б)	1	1	1.0
С.И. Кавтарадзе	ВКП(б)	1	1	1.0
С.И. Кавтарадзе	ГУГБ	1	1	1.0
С.И. Кавтарадзе	ЦК ВКП(б)	1	1	1.0
С.И. Лукашика	КПК	1	3	0.3333
С.И. Лукашика	Правда	1	3	0.3333
С.И. Лукашика	ЦИК СССР	1	3	0.3333
С.Л. Кривоноса	ГУГБ	1	1	1.0
С.Л. Кривоноса	НКВД	1	1	1.0
С.Л. Свирского	ВКП(б)	1	1	1.0
С.Л. Свирского	Верховный Суд СССР	1	1	1.0
С.М. Житомирского	ВКП(б)	1	1	1.0
С.М. Житомирского	ГУГБ	1	1	1.0
С.М. Житомирского	ЦК ВКП(б)	1	1	1.0
С.М. Закс-Гладнев	ВКП(б)	1	2	0.5
С.М. Закс-Гладнев	ГУГБ	1	2	0.5
С.М. Закс-Гладнев	ИККИ	1	2	0.5
С.М. Закс-Гладнев	Политбюро	1	2	0.5
С.М. Закс-Гладнев	Правда	1	2	0.5
С.М. Закс-Гладнев	ЦИК СССР	1	2	0.5
С.М. Закс-Гладнев	ЦК ВКП(б)	1	2	0.5
С.М. Тамаркина	ВКП(б)	1	1	1.0
С.М. Тамаркина	ЦК ВКП(б)	1	1	1.0
С.Н. Бограчева	ВКП(б)	1	1	1.0
С.Н. Бограчева	ГУГБ	1	1	1.0
С.Н. Бограчева	НКВД	1	1	1.0
С.Н. Бограчева	ОО ГУГБ НКВД	1	1	1.0
С.Н. Бограчевым	ГУГБ	1	1	1.0
С.Н. Бограчевым	НКВД	1	1	1.0
С.Н. Бограчевым	ОО ГУГБ НКВД	1	1	1.0
С.Н. Бограчевым	ЦИК СССР	1	1	1.0
С.Н. Седых	ВКП(б)	1	1	1.0
С.Н. Седых	ГУГБ	1	1	1.0
С.Н. Цыбульника	ВКП(б)	1	1	1.0
С.Н. Цыбульника	НКВД	1	1	1.0
С.Н. Цыбульника	ЦИК СССР	1	1	1.0
С.Н. Цыбульника	ЦК ВКП(б)	1	1	1.0
С.О. Акопьяна	ВКП(б)	1	1	1.0
С.О. Акопьяна	ГУГБ	1	1	1.0
С.О. Акопьяна	НКВД	1	1	1.0
С.О. Акопьяна	ЦК ВКП(б)	1	1	1.0
С.О. Мандельштама	ВКП(б)	1	2	0.5
С.О. Мандельштама	НКВД	1	2	0.5
С.П. Калашникова	ВКП(б)	1	2	0.5
С.П. Калашникова	НКВД	1	2	0.5
С.П. Калашникова	ЦК ВКП(б)	1	2	0.5
С.П. Минаева	ВКП(б)	1	2	0.5
С.П. Минаева	ЦК ВКП(б)	1	2	0.5
С.П. Раевского	ВКП(б)	1	1	1.0
С.П. Раевского	ГУГБ	1	1	1.0
С.П. Раевского	ЦК ВКП(б)	1	1	1.0
С.П. Распевакина	ВКП(б)	1	1	1.0
С.П. Распевакина	ГУГБ	1	1	1.0
С.П. Распевакина	НКВД	1	1	1.0
С.П. Терихова	ВКП(б)	1	1	1.0
С.П. Терихова	НКИД	1	1	1.0
С.П. Терихова	ЦИК СССР	1	1	1.0
С.П. Терихова	ЦК ВКП(б)	1	1	1.0
С.С. Зорина	ГУГБ	1	2	0.5
С.С. Зорина	НКВД	1	2	0.5
С.С. Зорина	Правда	1	2	0.5
С.С. Раввы	ВКП(б)	1	1	1.0
С.С. Раввы	Верховный Суд СССР	1	1	1.0
С.С. Раввы	ГУГБ	1	1	1.0
С.С. Раввы	НКВД	1	1	1.0
С.С. Раввы	ЦК ВКП(б)	1	1	1.0
С.Т. Узданского	ВКП(б)	1	1	1.0
С.Т. Узданского	ГУГБ	1	1	1.0
С.Т. Узданского	ИНО ГУГБ	1	1	1.0
С.Т. Узданского	НКВД	1	1	1.0
С.Ф. Васильченко	ВКП(б)	1	1	1.0
С.Ф. Васильченко	ГУГБ	1	1	1.0
С.Ф. Васильченко	Коминтерн	1	1	1.0
С.Ф. Васильченко	ЦК ВКП(б)	1	1	1.0
С.Ф. Гелашвили	ВКП(б)	1	1	1.0
С.Х. Варданиана	Правда	1	4	0.25
С.Х. Варданиана	Совнарком	1	4	0.25
С.Я. Бабахана	Коминтерн	1	2	0.5
С.Я. Бабахана	Политбюро	1	2	0.5
С.Я. Шаева	Политбюро	1	3	0.3333
Седов	ГУГБ	1	78	0.0128
Седов	Коминтерн	1	78	0.0128
Смирнов	ИККИ	1	10	0.1
Смирнов	ИНО ГУГБ	1	10	0.1
Смирнов	Известия	1	10	0.1
Смирнов	Политбюро	1	10	0.1
Смирнов	Совнарком	1	10	0.1
Смирнов	ЦИК СССР	1	10	0.1
Сокольников	КПК	1	18	0.0556
Сокольников	Коминтерн	1	18	0.0556
Сокольников	Правда	1	18	0.0556
Сокольников	Совнарком	1	18	0.0556
Сталин	ОО ГУГБ НКВД	1	520	0.0019
Т.В. Мешковского	ВКП(б)	1	1	1.0
Т.В. Мешковского	ГУГБ	1	1	1.0
Т.В. Мешковского	ИККИ	1	1	1.0
Т.В. Мешковского	Политбюро	1	1	1.0
Т.В. Мешковского	Правда	1	1	1.0
Т.В. Мешковского	ЦК ВКП(б)	1	1	1.0
Т.Г. Гатаулина	ВКП(б)	1	2	0.5
Т.Г. Гатаулина	Горьковский крайком ВКП(б)	1	2	0.5
Т.Г. Гатаулина	НКВД	1	2	0.5
Т.Г. Гатаулина	ЦК ВКП(б)	1	2	0.5
Т.И. Глебовой	ИККИ	1	9	0.1111
Т.И. Глебовой	КПК	1	9	0.1111
Т.И. Глебовой	Коминтерн	1	9	0.1111
Т.И. Глебовой	НКИД	1	9	0.1111
Т.П. Денисовой	Правда	1	2	0.5
Т.Р. Левиной	ГУГБ	1	2	0.5
Т.Р. Левиной	Коминтерн	1	2	0.5
Т.Р. Левиной	Политбюро	1	2	0.5
Т.Р. Левиной	Правда	1	2	0.5
Т.Р. Левиной	ЦК ВКП(б)	1	2	0.5
Ф.А. Горбуновой	ЦК ВКП(б)	1	3	0.3333
Ф.А. Ксенофонтова	ВКП(б)	1	1	1.0
Ф.А. Ксенофонтова	Политбюро	1	1	1.0
Ф.А. Ксенофонтова	Правда	1	1	1.0
Ф.А. Ксенофонтова	ЦК ВКП(б)	1	1	1.0
Ф.В. Кипарисова	ВКП(б)	1	1	1.0
Ф.В. Кипарисова	ГУГБ	1	1	1.0
Ф.В. Кипарисова	НКВД	1	1	1.0
Ф.В. Кипарисова	ЦК ВКП(б)	1	1	1.0
Ф.В. Медведева	ВКП(б)	1	1	1.0
Ф.В. Медведева	ГУГБ	1	1	1.0
Ф.В. Яблонской	ВКП(б)	1	1	1.0
Ф.В. Яблонской	ГУГБ	1	1	1.0
Ф.В. Яблонской	НКВД	1	1	1.0
Ф.В. Яблонской	ЦК ВКП(б)	1	1	1.0
Ф.Г. Иванова	Политбюро	1	2	0.5
Ф.Г. Иванова	ЦК ВКП(б)	1	2	0.5
Ф.Д. Корнюшина	ВКП(б)	1	1	1.0
Ф.И. Вайсберга	ВКП(б)	1	2	0.5
Ф.И. Вайсберга	ГУГБ	1	2	0.5
Ф.И. Вайсберга	Совнарком	1	2	0.5
Ф.И. Вайсберга	ЦК ВКП(б)	1	2	0.5
Ф.И. Мерзликина	ВКП(б)	1	1	1.0
Ф.И. Мерзликина	ГУГБ	1	1	1.0
Ф.И. Мерзликина	НКВД	1	1	1.0
Ф.И. Музыки	ВКП(б)	1	1	1.0
Ф.И. Музыки	ГУГБ	1	1	1.0
Ф.И. Музыки	Коминтерн	1	1	1.0
Ф.И. Никогда	ВКП(б)	1	1	1.0
Ф.И. Никогда	ГУГБ	1	1	1.0
Ф.И. Никогда	НКВД	1	1	1.0
Ф.И. Никогда	Политбюро	1	1	1.0
Ф.И. Никогда	ЦК ВКП(б)	1	1	1.0
Ф.И. Шубина	ВКП(б)	1	1	1.0
Ф.И. Шубина	ГУГБ	1	1	1.0
Ф.И. Шубина	НКВД	1	1	1.0
Ф.К. Розенбаха	ГУГБ	1	1	1.0
Ф.К. Розенбаха	НКВД	1	1	1.0
Ф.П. Медведева	ВКП(б)	1	1	1.0
Ф.П. Медведева	ГУГБ	1	1	1.0
Ф.П. Медведева	Коминтерн	1	1	1.0
Ф.П. Медведева	НКВД	1	1	1.0
Ф.П. Медведева	ЦК ВКП(б)	1	1	1.0
Ф.П. Швальбе	ВКП(б)	1	1	1.0
Ф.П. Швальбе	Известия	1	1	1.0
Ф.Ф. Иоэльсон	ВКП(б)	1	1	1.0
Ф.Ф. Иоэльсон	ГУГБ	1	1	1.0
Ф.Ф. Иоэльсон	НКВД	1	1	1.0
Ф.Ф. Иоэльсон	ЦК ВКП(б)	1	1	1.0
Х.А. Лившиц	ВКП(б)	1	1	1.0
Х.А. Лившиц	НКВД	1	1	1.0
Х.Г. Гуревича	НКВД	1	3	0.3333
Х.Г. Гуревича	НКИД	1	3	0.3333
Х.Г. Гуревича	Прокуратура СССР	1	3	0.3333
Х.Г. Раковского	ГУГБ	1	3	0.3333
Х.Г. Раковского	Известия	1	3	0.3333
Х.Г. Раковского	НКВД	1	3	0.3333
Членов	ИНО ГУГБ	1	14	0.0714
Членов	Известия	1	14	0.0714
Членов	Коминтерн	1	14	0.0714
Членов	НКИД	1	14	0.0714
Ш.М. Дволайцкого	ВКП(б)	1	1	1.0
Ш.М. Дволайцкого	ЦК ВКП(б)	1	1	1.0
Шемелев	НКВД	1	5	0.2
Э.Б. Абрамсона	ВКП(б)	1	2	0.5
Э.Г. Лейкина	ВКП(б)	1	1	1.0
Э.Г. Лейкина	Известия	1	1	1.0
Э.Г. Лейкина	Коминтерн	1	1	1.0
Э.Г. Лейкина	ЦК ВКП(б)	1	1	1.0
Э.З. Гольденберга	ВКП(б)	1	1	1.0
Э.З. Гольденберга	ИККИ	1	1	1.0
Э.З. Гольденберга	Правда	1	1	1.0
Э.З. Гольденберга	ЦК ВКП(б)	1	1	1.0
Э.К. Константа	ВКП(б)	1	1	1.0
Э.К. Константа	Коминтерн	1	1	1.0
Э.К. Константа	НКВД	1	1	1.0
Э.Н. Адунской	ВКП(б)	1	1	1.0
Э.Н. Адунской	НКВД	1	1	1.0
Э.Н. Адунской	Правда	1	1	1.0
Э.Н. Адунской	ЦК ВКП(б)	1	1	1.0
Э.Р. Петерсон	ВКП(б)	1	1	1.0
Э.Р. Петерсон	ГУГБ	1	1	1.0
Э.С. Гольцмана	НКВД	1	4	0.25
Э.С. Гольцмана	НКИД	1	4	0.25
Э.С. Гольцмана	ЦК ВКП(б)	1	4	0.25
Ю.Б. Тартаковской	ВКП(б)	1	2	0.5
Ю.Г. Островского	ВКП(б)	1	1	1.0
Ю.Г. Островского	ГУГБ	1	1	1.0
Ю.Г. Островского	НКВД	1	1	1.0
Ю.Г. Островского	Политбюро	1	1	1.0
Ю.Г. Островского	ЦК ВКП(б)	1	1	1.0
Ю.Д. Урусова	ВКП(б)	1	1	1.0
Ю.Д. Урусова	ГУГБ	1	1	1.0
Ю.Д. Урусова	ЦК ВКП(б)	1	1	1.0
Ю.И. Дуката	ВКП(б)	1	1	1.0
Ю.И. Дуката	ГУГБ	1	1	1.0
Ю.И. Дуката	НКВД	1	1	1.0
Ю.И. Дуката	ЦК ВКП(б)	1	1	1.0
Ю.М. Бочарова	НКВД	1	2	0.5
Ю.М. Бочарова	ЦК ВКП(б)	1	2	0.5
Ю.М. Коцюбинского	Верховный Суд СССР	1	3	0.3333
Ю.М. Коцюбинского	Правда	1	3	0.3333
Ю.М. Коцюбинского	Совнарком	1	3	0.3333
Ю.Р. Закгейма	ВКП(б)	1	1	1.0
Ю.Р. Закгейма	ГУГБ	1	1	1.0
Ю.С. Фридлянда	ВКП(б)	1	1	1.0
Ю.С. Фридлянда	ГУГБ	1	1	1.0
Ю.С. Фридлянда	НКВД	1	1	1.0
Я.А. Лившица	Коминтерн	1	4	0.25
Я.А. Лившица	Правда	1	4	0.25
Я.А. Лившицем	ВКП(б)	1	1	1.0
Я.А. Лившицем	ГУГБ	1	1	1.0
Я.А. Лившицем	НКВД	1	1	1.0
Я.А. Лившицем	ЦК ВКП(б)	1	1	1.0
Я.А. Фуртичева	Горьковский крайком ВКП(б)	1	2	0.5
Я.А. Фуртичева	НКВД	1	2	0.5
Я.А. Фуртичева	ЦК ВКП(б)	1	2	0.5
Я.В. Апушкина	ВКП(б)	1	1	1.0
Я.В. Апушкина	ГУГБ	1	1	1.0
Я.В. Шарова	ЦК ВКП(б)	1	5	0.2
Я.Д. Лейбмана	НКВД	1	2	0.5
Я.И. Богомольного	ВКП(б)	1	2	0.5
Я.И. Богомольного	ГУГБ	1	2	0.5
Я.И. Зайдмана	ВКП(б)	1	1	1.0
Я.И. Зайдмана	ГУГБ	1	1	1.0
Я.И. Зайдмана	ЦК ВКП(б)	1	1	1.0
Я.К. Яглома	ВКП(б)	1	1	1.0
Я.К. Яглома	ГУГБ	1	1	1.0
Я.К. Яглома	Коминтерн	1	1	1.0
Я.К. Яглома	ЦК ВКП(б)	1	1	1.0
Я.М. Урановского	ВКП(б)	1	1	1.0
Я.М. Урановского	ГУГБ	1	1	1.0
Я.Н. Вечерковского	Правда	1	3	0.3333
Я.Н. Вечерковского	ЦК ВКП(б)	1	3	0.3333
Я.Н. Дробниса	Политбюро	1	3	0.3333
Я.П. Гальперина	ВКП(б)	1	1	1.0
Я.П. Гальперина	ГУГБ	1	1	1.0
Я.П. Гальперина	НКВД	1	1	1.0
Я.П. Гальперина	Правда	1	1	1.0
Я.П. Новикова	ГУГБ	1	1	1.0
Я.С. Розанова	ГУГБ	1	5	0.2
Я.С. Розанова	НКВД	1	5	0.2
Я.С. Розановым	ВКП(б)	1	2	0.5
Я.С. Розановым	НКВД	1	2	0.5
Я.Ф. Городецкого	ВКП(б)	1	1	1.0
Я.Ф. Городецкого	ГУГБ	1	1	1.0
Я.Ф. Городецкого	НКВД	1	1	1.0
Я.Ф. Городецкого	ЦК ВКП(б)	1	1	1.0
Я.Ф. Шарова	ГУГБ	1	1	1.0
Я.Ф. Шарова	НКВД	1	1	1.0
Я.Х. Петерса	ВКП(б)	1	1	1.0
Я.Х. Петерса	ЦК ВКП(б)	1	1	1.0
Я.Э. Рудзутаку	ВКП(б)	1	1	1.0
Я.Э. Рудзутаку	ЦК ВКП(б)	1	1	1.0
Я.Э. Стэна	ВКП(б)	1	1	1.0
Я.Э. Стэна	ГУГБ	1	1	1.0
Я.Ю. Харита	ВКП(б)	1	1	1.0
Я.Ю. Харита	ГУГБ	1	1	1.0
Я.Ю. Харита	Правда	1	1	1.0
Я.Ю. Харита	ЦК ВКП(б)	1	1	1.0
Я.Я. Упмал-Ангарский	Известия	1	2	0.5
Я.Я. Упмал-Ангарский	Правда	1	2	0.5
Я.Я. Упмал-Ангарский	ЦК ВКП(б)	1	2	0.5
