person	document_count	total_words	first_date	last_date	profile_tags	top_families	top_organizations	top_office_positions	top_trial_roles	top_political_labels	top_accusatory_labels	top_generic_roles	top_document_types	top_processes	top_collections	interpretation_note
М.С. Окуджавы	3	3189	1936-08-27T17:02:48	1937-02-10T16:58:51	trial_role_context | political_label_context	security_apparatus:1	ГУГБ:1 | НКВД:1	руководитель:1 | комиссар:1 | нарком:1	обвиняемый:1	троцкист:3		член:3	interrogation_protocol:2 | statement:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.И. Гордона	3	4676	1936-10-20T14:35:32	1936-11-29T14:39:24	political_label_context	party_apparatus:3 | security_apparatus:3	ВКП(б):3 | ЦК ВКП(б):3 | ГУГБ:3 | НКВД:3	комиссар:3 | секретарь:3 | директор:1 | председатель:1 | руководитель:1		троцкист:3		член:2	special_report:3	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.И. Москалева	3	2298	1936-09-13T00:36:00	1936-09-14T02:36:00	political_label_context	security_apparatus:3 | party_apparatus:2	ВКП(б):2 | ЦК ВКП(б):2 | ГУГБ:2 | НКВД:2	комиссар:3 | начальник:3 | секретарь:3 | директор:2 | нарком:2 | председатель:1		троцкист:3		сотрудник:2 | член:2	special_report:2 | memo_note:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.М. Лукина-Бухарина	3	1722	1936-08-23T19:40:57	1937-01-13T19:46:24	correspondence_context | political_label_context			прокурор:1		правый:2 | троцкист:1		член:1	letter:3	ПРОЦЕСС 2-12 МАРТА 1938 г.:3	БУХАРИН:3	cooccurrence_profile_not_biographical_claim
Н.Н. Крестинского	3	1226	1928-04-08T15:09:15	1937-01-26T17:58:39	political_label_context	party_apparatus:2 | press_media:1	ВКП(б):1 | ЦК ВКП(б):1 | Правда:1 | Политбюро:1	полпред:1		правый:1 | троцкист:1			telegram:2 | statement:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:3	cooccurrence_profile_not_biographical_claim
Н.Н. Шатским	3	1392	1934-12-18T06:00:00	1934-12-20T01:00:00	trial_role_context | political_label_context	security_apparatus:3 | party_apparatus:1 | international:1	ГУГБ:3 | НКВД:3 | ВКП(б):1 | Коминтерн:1	секретарь:1	обвиняемый:3	троцкист:2		член:2	confrontation_protocol:3	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.П. Глебов-Авилов	3	7576	1936-10-21T06:40:00	1936-12-26T00:29:00	trial_role_context | political_label_context	party_apparatus:3 | security_apparatus:3 | judicial_apparatus:2 | state_apparatus:1	ВКП(б):3 | ЦК ВКП(б):3 | ГУГБ:3 | Верховный Суд СССР:2 | НКВД:1 | Совнарком:1	директор:3 | комиссар:3 | секретарь:3 | начальник:2 | нарком:1 | руководитель:1 | заместитель:1	свидетель:1	троцкист:3 | правый:1		член:3 | кандидат:2 | представитель:1	special_report:3	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.П. Михетко	3	7901	1936-10-24T00:29:00	1936-11-01T02:29:00	investigation_document_context | trial_role_context | political_label_context | accusatory_label_context	party_apparatus:3 | security_apparatus:3 | state_apparatus:1	ВКП(б):3 | ГУГБ:3 | Политбюро:1 | НКВД:1 | ЦИК СССР:1	начальник:2 | нарком:1 | руководитель:1 | председатель:1	обвиняемый:1	троцкист:2	агент:3	член:2 | сотрудник:1	interrogation_protocol:3	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.П. Мясниковым	3	603	1934-12-18T10:00:00	1934-12-25T01:00:00	trial_role_context | political_label_context	security_apparatus:3	ГУГБ:3 | НКВД:2	руководитель:2 | нарком:1	обвиняемый:3	троцкист:2		член:3	confrontation_protocol:3	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Н.С. Антоновым	3	858	1934-12-17T08:00:00	1934-12-25T03:00:00	trial_role_context | political_label_context	party_apparatus:3 | security_apparatus:3	ВКП(б):3 | ГУГБ:3 | НКВД:2 | ЦК ВКП(б):2 | Политбюро:2	секретарь:1	обвиняемый:3	троцкист:1		член:2	confrontation_protocol:3	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
П.А. Залуцкого	3	1480	1935-01-17T03:00:00	1935-01-22T02:00:00	political_label_context	party_apparatus:2 | security_apparatus:2	ВКП(б):2 | ГУГБ:2 | НКВД:2 | ЦК ВКП(б):1	руководитель:1 | секретарь:1		правый:1		кандидат:1 | член:1	interrogation_protocol:2 | statement:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
П.И. Гордеевой	3	2290	1935-02-10T04:00:00	1935-03-03T00:26:00	investigation_document_context | political_label_context	security_apparatus:3 | state_apparatus:1	ГУГБ:3 | Совнарком:1 | НКВД:1	руководитель:2 | председатель:1 | секретарь:1		троцкист:1		сотрудник:3 | член:3	interrogation_protocol:3	КРЕМЛЕВСКОЕ ДЕЛО:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
П.Ф. Зайцева	3	6075	1935-03-24T14:23:00	1935-05-22T15:01:00	political_label_context	state_apparatus:3 | party_apparatus:3 | press_media:1	ВКП(б):3 | ЦК ВКП(б):3 | ЦИК СССР:3 | Секретариат ЦИК СССР:1 | Правда:1	секретарь:3 | председатель:2 | руководитель:2 | прокурор:1 | нарком:1		правый:1		сотрудник:2 | член:2 | кандидат:1 | представитель:1	letter:2 | explanation:1	КРЕМЛЕВСКОЕ ДЕЛО:3	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:3	cooccurrence_profile_not_biographical_claim
П.Ф. Сапожникова	3	33415	1936-09-08T00:36:00	1936-12-26T00:29:00	international_context | political_label_context | accusatory_label_context	party_apparatus:3 | international:3 | press_media:2 | security_apparatus:2 | state_apparatus:1	ВКП(б):3 | Коминтерн:3 | ГУГБ:2 | Правда:2 | ЦК ВКП(б):2 | Политбюро:2 | Совнарком:1 | НКВД:1 | КПК:1	руководитель:3 | секретарь:3 | комиссар:2 | начальник:2 | председатель:2 | редактор:1 | прокурор:1 | заместитель:1 | нарком:1		правый:3 | троцкист:3	агент:2	член:3 | представитель:2 | сотрудник:1	special_report:2 | statement:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
П.Э. Роцкана	3	1986	1935-01-11T05:00:00	1935-01-18T01:00:00	investigation_document_context | political_label_context	party_apparatus:3 | security_apparatus:3	ВКП(б):3 | ГУГБ:3 | НКВД:3 | Политбюро:1 | ЦК ВКП(б):1	начальник:2 | председатель:1 | секретарь:1		троцкист:2 | правый:1		член:2	interrogation_protocol:3	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
С.И. Лукашика	3	9443	1937-01-19T11:10:34	1937-01-25T11:20:10	investigation_document_context | trial_role_context | political_label_context | accusatory_label_context	party_apparatus:3 | security_apparatus:3 | state_apparatus:1 | press_media:1	НКВД:3 | ВКП(б):3 | ГУГБ:3 | КПК:1 | Правда:1 | ЦИК СССР:1	нарком:3 | начальник:3 | секретарь:3 | директор:2 | руководитель:2 | комиссар:1 | председатель:1 | редактор:1 | заместитель:1	обвиняемый:2	троцкист:3 | правый:1	вредитель:1	кандидат:1 | член:1	interrogation_protocol:3	ПРОЦЕСС 2-12 МАРТА 1938 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
С.Я. Шаева	3	5791	1936-10-31T13:52:22	1936-11-14T13:54:11	political_label_context | accusatory_label_context	security_apparatus:3 | party_apparatus:2	ГУГБ:3 | НКВД:3 | ВКП(б):2 | ЦК ВКП(б):2 | Политбюро:1	секретарь:3 | директор:2 | нарком:2 | председатель:2 | руководитель:1 | комиссар:1		троцкист:3 | правый:1	вредитель:2	член:3 | представитель:1 | сотрудник:1 | кандидат:1	interrogation_protocol:2 | special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Ф.А. Горбуновой	3	3963	1936-03-15T02:00:00	1936-04-19T08:33:00	political_label_context	party_apparatus:3 | security_apparatus:3	ВКП(б):3 | ГУГБ:3 | ЦК ВКП(б):1	нарком:1 | руководитель:1 | комиссар:1 | секретарь:1		троцкист:3		член:3 | представитель:1	interrogation_protocol:2 | special_report:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Х.Г. Гуревича	3	7698	1936-04-20T02:00:00	1936-05-18T00:10:00	trial_role_context | political_label_context | accusatory_label_context	party_apparatus:3 | security_apparatus:3 | judicial_apparatus:1 | state_apparatus:1	ВКП(б):3 | ГУГБ:3 | ЦК ВКП(б):2 | НКВД:1 | Прокуратура СССР:1 | НКИД:1	руководитель:3 | секретарь:3 | комиссар:2 | начальник:2 | директор:1 | нарком:1 | полпред:1	обвиняемый:1	троцкист:3	агент:1	член:3 | представитель:2 | сотрудник:1	special_report:2 | interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Х.Г. Раковского	3	2091	1937-01-25T12:24:06	1937-01-28T17:43:30	trial_role_context | political_label_context | accusatory_label_context	party_apparatus:2 | press_media:1 | security_apparatus:1	ВКП(б):2 | ЦК ВКП(б):2 | Известия:1 | ГУГБ:1 | НКВД:1	нарком:3 | комиссар:2 | председатель:2 | секретарь:2 | наркомвнудел:1	обвиняемый:3	троцкист:3	агент:1	член:2 | сотрудник:1	statement:2 | special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	ДРУГИЕ ДОКУМЕНТЫ:2 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Ю.М. Коцюбинского	3	8865	1936-10-16T21:54:28	1936-10-25T21:33:36	trial_role_context | political_label_context	party_apparatus:3 | security_apparatus:3 | press_media:1 | state_apparatus:1 | judicial_apparatus:1	ВКП(б):3 | ГУГБ:3 | ЦК ВКП(б):3 | НКВД:2 | Правда:1 | Верховный Суд СССР:1 | Совнарком:1	комиссар:3 | секретарь:3 | начальник:2 | нарком:2 | руководитель:2 | заместитель:1 | председатель:1	обвиняемый:1	троцкист:3 | правый:1		член:3 | представитель:1	special_report:3	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Я.Н. Вечерковского	3	8002	1937-01-03T19:38:40	1937-01-10T19:46:17	trial_role_context | political_label_context	security_apparatus:3 | party_apparatus:2 | press_media:1	ГУГБ:3 | НКВД:3 | ВКП(б):2 | Правда:1 | ЦК ВКП(б):1	директор:3 | начальник:3 | секретарь:3 | руководитель:2 | заместитель:1 | комиссар:1	обвиняемый:3	троцкист:3		член:2 | сотрудник:1	interrogation_protocol:2 | special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
Я.Н. Дробниса	3	6186	1936-09-26T00:36:00	1937-01-18T22:31:44	trial_role_context | political_label_context | accusatory_label_context	party_apparatus:3 | security_apparatus:3	ВКП(б):3 | ГУГБ:3 | НКВД:2 | ЦК ВКП(б):2 | Политбюро:1	секретарь:3 | нарком:2 | начальник:2 | комиссар:2 | директор:1 | редактор:1	обвиняемый:2	троцкист:3 | правый:1	агент:2	член:3	special_report:2 | interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:3	МАТЕРИАЛЫ СЛЕДСТВИЯ:3	cooccurrence_profile_not_biographical_claim
А.А. Бусыгина	2	3997	1936-05-20T01:10:00	1936-05-22T00:10:00	trial_role_context | political_label_context	party_apparatus:2 | security_apparatus:2	ВКП(б):2 | ГУГБ:2 | НКВД:2 | ЦК ВКП(б):1	директор:2 | заместитель:2 | комиссар:2 | начальник:1 | председатель:1 | руководитель:1 | секретарь:1	обвиняемый:1	троцкист:2 | правый:1		сотрудник:2 | член:2 | представитель:1	special_report:1 | interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.А. Лаврентьева	2	723	1935-10-31T17:07:00	1935-11-01T17:08:00	political_label_context	security_apparatus:2	ГУГБ:2 | НКВД:1	председатель:1		троцкист:2		член:2	interrogation_protocol:2	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.А. Муштакова	2	630	1934-12-18T04:00:05	1934-12-19T12:00:01	political_label_context	party_apparatus:2 | security_apparatus:2	ВКП(б):2 | ГУГБ:2 | НКВД:1			правый:1		член:1	interrogation_protocol:2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.А. Хвыли	2	7380	1936-11-10T08:13:39	1937-01-08T08:30:27	trial_role_context | political_label_context | accusatory_label_context	press_media:2 | party_apparatus:2 | state_apparatus:1 | international:1 | security_apparatus:1	Правда:2 | Политбюро:2 | ЦИК СССР:1 | НКВД:1 | ВКП(б):1 | ЦК ВКП(б):1 | Коминтерн:1	директор:2 | нарком:2 | руководитель:2 | заместитель:1 | редактор:1 | секретарь:1 | прокурор:1	свидетель:2 | подсудимый:1	правый:2 | троцкист:2	агент:1	член:2 | кандидат:1 | представитель:1	letter:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.В. Галкина	2	3044	1936-07-11T00:10:00	1936-07-21T05:10:00	trial_role_context | political_label_context	party_apparatus:2 | state_apparatus:1 | security_apparatus:1	ВКП(б):2 | ЦК ВКП(б):2 | ИНО ГУГБ:1 | НКВД:1 | ГУГБ:1 | Политбюро:1 | Совнарком:1	комиссар:2 | секретарь:2 | нарком:1 | руководитель:1 | председатель:1	обвиняемый:1	троцкист:2 | правый:1		член:2 | кандидат:1	special_report:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.В. Луговой-Левенштейн	2	2885	1936-09-10T02:36:00	1936-09-14T04:36:00	political_label_context	party_apparatus:2 | press_media:1 | security_apparatus:1	ВКП(б):2 | ГУГБ:1 | Известия:1 | ЦК ВКП(б):1 | Политбюро:1	нарком:2 | руководитель:1 | секретарь:1		правый:2 | троцкист:2		член:2	interrogation_protocol:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.В. Румянцева	2	370	1934-12-24T02:19:56	1935-01-04T10:41:17		party_apparatus:2 | security_apparatus:1	ВКП(б):2 | ЦК ВКП(б):1 | Политбюро:1 | ГУГБ:1 | НКВД:1					кандидат:1 | член:1	memo_note:1 | testimony:1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	ДРУГИЕ ДОКУМЕНТЫ:2	cooccurrence_profile_not_biographical_claim
А.Д. Арефьева	2	5002	1933-04-01T12:21:44	1937-02-21T13:39:11	political_label_context | accusatory_label_context	party_apparatus:2 | security_apparatus:1	ВКП(б):2 | ЦК ВКП(б):1 | ГУГБ:1	директор:1 | заместитель:1 | комиссар:1 | председатель:1 | руководитель:1 | секретарь:1 | начальник:1		правый:2 | троцкист:2	агент:1	член:2 | сотрудник:1	special_report:1 | interrogation_protocol:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:1 | ПРЕДЫСТОРИЯ:1	cooccurrence_profile_not_biographical_claim
А.Д. Зайцева	2	13395	1936-12-24T20:15:51	1937-01-11T13:55:18	trial_role_context | political_label_context | accusatory_label_context	press_media:2 | party_apparatus:2 | security_apparatus:2 | international:1 | state_apparatus:1	ВКП(б):2 | ГУГБ:2 | Правда:2 | ЦК ВКП(б):2 | НКВД:1 | ИККИ:1 | Коминтерн:1 | Политбюро:1 | Совнарком:1	комиссар:2 | секретарь:2 | руководитель:1 | нарком:1 | председатель:1 | редактор:1	свидетель:1	правый:2 | троцкист:2	агент:1 | вредитель:1	кандидат:2 | сотрудник:2 | член:2 | представитель:1	special_report:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.И. Потяева	2	2950	1936-10-10T03:36:00	1936-10-27T20:53:56	political_label_context	party_apparatus:2 | security_apparatus:2	ВКП(б):2 | ЦК ВКП(б):2 | ГУГБ:2	комиссар:2 | руководитель:2 | секретарь:2 | нарком:1 | редактор:1		правый:2 | троцкист:2		член:2 | представитель:1	special_report:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.И. Стецкого	2	1455	1937-01-17T21:09:38	1937-02-02T19:09:07	political_label_context	press_media:1 | party_apparatus:1	Известия:1 | Правда:1 | Политбюро:1	секретарь:1		троцкист:1		представитель:1 | член:1	memo_note:1 | correspondence:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	ДРУГИЕ ДОКУМЕНТЫ:2	cooccurrence_profile_not_biographical_claim
А.И. Юлина	2	5471	1936-09-23T01:36:00	1936-10-15T00:36:00	political_label_context	party_apparatus:2 | security_apparatus:2 | press_media:1	ВКП(б):2 | ЦК ВКП(б):2 | ГУГБ:2 | НКВД:1 | Правда:1 | Политбюро:1	директор:2 | комиссар:2 | нарком:2 | начальник:2 | секретарь:2 | заместитель:1		троцкист:2 | правый:1		член:2	special_report:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
А.М. Горькому	2	2515	1935-01-17T23:18:28	1935-01-27T08:32:25	trial_role_context | political_label_context	press_media:1	Правда:1		подсудимый:1	правый:2		представитель:1	letter:2	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	ДРУГИЕ ДОКУМЕНТЫ:2	cooccurrence_profile_not_biographical_claim
А.М. Гусева	2	1864	1935-03-20T04:00:00	1935-07-01T18:41:00	political_label_context	party_apparatus:2 | security_apparatus:2 | state_apparatus:1	НКВД:2 | ВКП(б):2 | ГУГБ:2 | КПК при ЦК ВКП(б):1 | КПК:1 | ЦК ВКП(б):1 | Совнарком:1	комиссар:1 | начальник:1 | секретарь:1		троцкист:2		член:2 | сотрудник:1	statement:1 | interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:2	ДРУГИЕ ДОКУМЕНТЫ:1 | МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
А.М. Зорина	2	2968	1936-11-03T12:05:56	1937-02-03T16:14:09	trial_role_context | political_label_context	party_apparatus:2 | security_apparatus:2 | state_apparatus:1	НКВД:2 | ВКП(б):2 | ГУГБ:2 | ЦК ВКП(б):2 | Политбюро:1 | Совнарком:1	заместитель:2 | комиссар:2 | начальник:2 | секретарь:2 | руководитель:1 | нарком:1	обвиняемый:1	троцкист:2		член:2 | кандидат:1 | сотрудник:1	special_report:2	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1 | ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:2	cooccurrence_profile_not_biographical_claim
