person	raw_forms	document_count	total_words	first_date	last_date	process_count	processes	collection_count	collections
И.В. Больших	И.В. Больших	1	829	1935-03-17T04:00:00	1935-03-17T04:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.В. Вардин-Мгеладзе	И.В. Вардина-	1	2995	1935-01-09T03:00:00	1935-01-09T03:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.В. Липковского	И.В. Липковского	1	2346	1936-12-20T12:52:42	1936-12-20T12:52:42	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.В. Любина	И.В. Любина	1	574	1935-01-11T02:00:00	1935-01-11T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Г. Жестянникова	И.Г. Жестянникова	1	127	1934-12-24T03:00:00	1934-12-24T03:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Д. Зорина	И.Д. Зорина	1	1798	1936-09-23T00:36:00	1936-09-23T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Е. Шмундака	И.Е. Шмундака	1	1107	1936-04-07T03:23:00	1936-04-07T03:23:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.З. Станкина	И.З. Станкина	1	2016	1936-10-07T07:48:24	1936-10-07T07:48:24	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Граше	И.И. Граше	1	2762	1936-11-15T00:29:00	1936-11-15T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Звады	И.И. Звады	1	1173	1935-11-06T19:07:00	1935-11-06T19:07:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Койген	И.И. Койген	1	4712	1936-06-14T00:14:00	1936-06-14T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Носкова	И.И. Носкова	1	2587	1936-10-27T00:29:00	1936-10-27T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Петухова	И.И. Петухова	1	868	1936-10-06T17:03:46	1936-10-06T17:03:46	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Рейногльда	И.И. Рейногльда	1	1088	1936-08-11T04:10:00	1936-08-11T04:10:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Рыстика	И.И. Рыстика	1	1249	1936-11-16T15:47:24	1936-11-16T15:47:24	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.И. Соловьева	И.И. Соловьева	1	1270	1935-04-26T01:10:00	1935-04-26T01:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.К. Гогуа	И.К. Гогуа	1	1554	1935-03-28T05:00:00	1935-03-28T05:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Кедрова	И.М. Кедрова	1	271	1936-12-31T15:43:29	1936-12-31T15:43:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Майского	И.М. Майского	1	223	1937-01-16T21:19:10	1937-01-16T21:19:10	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
И.М. Орловская-Мрачковская	И.М. Орловской-	1	358	1936-05-19T18:37:00	1936-05-19T18:37:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	СПРАВКА
И.М. Покатиловского	И.М. Покатиловского	1	579	1935-04-14T00:05:00	1935-04-14T00:05:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.М. Русанова	И.М. Русанова	1	755	1935-01-11T03:00:00	1935-01-11T03:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Н. Дорошенко	И.Н. Дорошенко	1	256	1935-10-11T18:53:00	1935-10-11T18:53:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Н. Зеликсона	И.Н. Зеликсона	1	428	1935-01-17T05:00:00	1935-01-17T05:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Н. Миронова	И.Н. Миронова	1	3862	1937-01-31T21:00:21	1937-01-31T21:00:21	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.П. Лукьянова	И.П. Лукьянова	1	789	1935-02-07T05:18:00	1935-02-07T05:18:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.С. Кострицкого	И.С. Кострицкого	1	180	1935-01-01T08:00:00	1935-01-01T08:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Т. Жирова	И.Т. Жирова	1	325	1933-02-28T13:26:22	1933-02-28T13:26:22	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
И.Ф. Серегина	И.Ф. Серегина	1	1182	1936-07-08T11:49:00	1936-07-08T11:49:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Ф. Флакса	И.Ф. Флакса	1	2343	1936-07-08T10:49:00	1936-07-08T10:49:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.Э. Якире	И.Э. Якире	1	631	1937-02-17T12:20:39	1937-02-17T12:20:39	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
И.Я. Одыня	И.Я. Одыня	1	2653	1936-05-07T00:10:00	1936-05-07T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.А. Апанасевича	К.А. Апанасевича	1	472	1935-01-17T00:00:00	1935-01-17T00:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.А. Довганя	К.А. Довганя	1	2156	1936-12-29T12:48:11	1936-12-29T12:48:11	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.А. Оганесова	К.А. Оганесова	1	2556	1937-02-11T16:00:18	1937-02-11T16:00:18	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.В. Генераловой	К.В. Генераловой	1	654	1936-09-02T18:07:44	1936-09-02T18:07:44	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
К.В. Трофимова	К.В. Трофимова	1	3137	1937-01-15T19:43:33	1937-01-15T19:43:33	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Д. Мучникова	К.Д. Мучникова	1	1601	1937-02-05T20:58:14	1937-02-05T20:58:14	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Д. Мучниковым	К.Д. Мучниковым	1	633	1937-02-05T21:05:23	1937-02-05T21:05:23	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Е. Дубовского	К.Е. Дубовского	1	1136	1935-03-13T02:00:00	1935-03-13T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.К. Боштедта	К.К. Боштедта	1	699	1936-03-23T04:00:00	1936-03-23T04:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.К. Мухановым	К.К. Мухановым	1	282	1935-04-10T02:05:00	1935-04-10T02:05:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.М. Ерофицкого	К.М. Ерофицкого	1	3406	1937-01-30T21:26:12	1937-01-30T21:26:12	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.М. Петухова	К.М. Петухова	1	2447	1937-02-20T12:59:17	1937-02-20T12:59:17	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Н. Афонина	К.Н. Афонина	1	3352	1936-12-16T22:14:13	1936-12-16T22:14:13	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Ф. Лебедева	К.Ф. Лебедева	1	403	1935-01-05T15:00:00	1935-01-05T15:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
К.Я. Янсона	К.Я. Янсона	1	809	1935-11-14T17:12:00	1935-11-14T17:12:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.А. Воронова	Л.А. Воронова	1	1053	1935-04-22T00:00:00	1935-04-22T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Г. Миронова	Л.Г. Миронова	1	649	1936-10-15T11:36:59	1936-10-15T11:36:59	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.И. Мадьяра	Л.И. Мадьяра	1	1196	1934-12-29T17:55:00	1934-12-29T17:55:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
Л.И. Мадьяром	Л.И. Мадьяром	1	676	1935-01-01T09:55:51	1935-01-01T09:55:51	1	КРЕМЛЕВСКОЕ ДЕЛО	1	Г.Б. СИНАНИ-СКАЛОВ
Л.К. Пелипейко	Л.К. Пелипейко	1	1108	1935-03-28T07:00:00	1935-03-28T07:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Л. Авербахе	Л.Л. Авербахе	1	1610	1937-01-19T10:58:03	1937-01-19T10:58:03	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.М. Заковского	Л.М. Заковского	1	834	1936-12-28T11:19:58	1936-12-28T11:19:58	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.М. Островской	Л.М. Островской	1	3421	1936-09-27T16:01:08	1936-09-27T16:01:08	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.П. Жашковой	Л.П. Жашковой	1	780	1935-02-25T06:47:00	1935-02-25T06:47:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Ю. Брик	Л.Ю. Брик	1	363	1936-11-09T22:12:06	1936-11-09T22:12:06	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Л.Я. Любарского	Л.Я. Любарского	1	5893	1937-01-28T21:00:59	1937-01-28T21:00:59	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Я. Нехамкина	Л.Я. Нехамкина	1	748	1935-03-14T00:00:00	1935-03-14T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Л.Я. Файвиловичем	Л.Я. Файвиловичем	1	253	1935-01-05T19:00:00	1935-01-05T19:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Житкова	М.А. Житкова	1	5379	1936-10-17T18:19:57	1936-10-17T18:19:57	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Москвину	М.А. Москвину	1	1244	1936-08-11T18:39:00	1936-08-11T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.А. Нариманова	М.А. Нариманова	1	3598	1937-01-07T17:14:25	1937-01-07T17:14:25	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.А. Розенцвейга	М.А. Розенцвейга	1	2833	1937-02-13T16:49:28	1937-02-13T16:49:28	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Борисова	М.В. Борисова	1	835	1934-12-04T19:56:46	1934-12-04T19:56:46	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Воротникова	М.В. Воротникова	1	1451	1936-10-11T01:36:00	1936-10-11T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Дубовской	М.В. Дубовской	1	949	1935-04-23T02:00:00	1935-04-23T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Келдыша	М.В. Келдыша	1	1531	1936-11-19T01:01:49	1936-11-19T01:01:49	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.В. Кузнецова	М.В. Кузнецова	1	1610	1937-01-19T10:58:03	1937-01-19T10:58:03	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Г. Грольмана	М.Г. Грольмана	1	5937	1937-01-27T20:36:28	1937-01-27T20:36:28	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Г. Короп	М.Г. Короп	1	1132	1936-08-23T18:39:00	1936-08-23T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.Д. Багирова	М.Д. Багирова	1	3598	1937-01-07T17:14:25	1937-01-07T17:14:25	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Д. Кочетовой	М.Д. Кочетовой	1	1589	1935-03-20T03:00:00	1935-03-20T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Е. Быстрова	М.Е. Быстрова	1	4929	1937-01-05T22:47:02	1937-01-05T22:47:02	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Ганштака	М.И. Ганштака	1	498	1935-07-31T12:12:44	1935-07-31T12:12:44	1	КРЕМЛЕВСКОЕ ДЕЛО	1	ДРУГИЕ ДОКУМЕНТЫ
М.И. Гая	М.И. Гая	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.И. Калинину	М.И. Калинину	1	276	1937-01-25T20:06:47	1937-01-25T20:06:47	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.И. Кахиани	М.И. Кахиани	1	835	1937-01-30T13:02:35	1937-01-30T13:02:35	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.И. Кащеева	М.И. Кащеева	1	5060	1935-02-16T13:01:00	1935-02-16T13:01:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
М.И. Крушельницкого	М.И. Крушельницкого	1	1258	1936-11-11T16:00:17	1936-11-11T16:00:17	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Рябининой	М.И. Рябининой	1	548	1935-04-21T03:00:00	1935-04-21T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.И. Томской	М.И. Томской	1	1596	1936-09-04T21:48:37	1936-09-04T21:48:37	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.К. Мухановой	М.К. Мухановой	1	1473	1935-03-23T02:00:00	1935-03-23T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Л. Елина	М.Л. Елина	1	2283	1936-04-25T00:56:00	1936-04-25T00:56:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Л. Левина	М.Л. Левина	1	3550	1937-03-14T19:03:58	1937-03-14T19:03:58	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Домбровским	М.М. Домбровским	1	890	1937-02-05T21:01:32	1937-02-05T21:01:32	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Карпова	М.М. Карпова	1	1832	1937-01-20T20:46:19	1937-01-20T20:46:19	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Литвинова	М.М. Литвинова	1	220	1937-01-27T19:21:42	1937-01-27T19:21:42	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.М. Малинова	М.М. Малинова	1	461	1936-12-30T21:51:56	1936-12-30T21:51:56	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.М. Михайлова	М.М. Михайлова	1	1272	1935-03-31T02:00:00	1935-03-31T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Оскольский-Финкельштейн	М.М. Оскольского-	1	1437	1936-10-03T00:36:00	1936-10-03T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.М. Харитоновым	М.М. Харитоновым	1	1644	1935-01-11T08:00:00	1935-01-11T08:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Авдеева	М.Н. Авдеева	1	463	1935-01-05T14:00:00	1935-01-05T14:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Дьячкова	М.Н. Дьячкова	1	3630	1936-12-20T20:01:01	1936-12-20T20:01:01	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Уфимцевой	М.Н. Уфимцевой	1	1139	1936-10-29T17:04:30	1936-10-29T17:04:30	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Н. Цинцадзе	М.Н. Цинцадзе	1	1201	1936-08-16T16:52:39	1936-08-16T16:52:39	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Давыдова	М.П. Давыдова	1	2727	1936-11-09T10:30:37	1936-11-09T10:30:37	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Луковского	М.П. Луковского	1	1040	1936-12-19T19:58:05	1936-12-19T19:58:05	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.П. Прибыловского	М.П. Прибыловского	1	2146	1937-02-17T11:41:56	1937-02-17T11:41:56	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.П. Стремякова	М.П. Стремякова	1	849	1935-01-07T01:00:00	1935-01-07T01:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Голендо	М.С. Голендо	1	9927	1935-07-23T17:47:00	1935-07-23T17:47:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
М.С. Жалыбина-Быкова	М.С. Жалыбиной-	1	865	1935-01-20T00:10:34	1935-01-20T00:10:34	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Панфилова	М.С. Панфилова	1	272	1935-01-02T16:00:00	1935-01-02T16:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.С. Югова	М.С. Югова	1	168	1935-04-30T18:56:37	1935-04-30T18:56:37	1	РАЗНЫЕ ДОКУМЕНТЫ	1	РАЗНЫЕ ДОКУМЕНТЫ
М.Ф. Иоэльсона	М.Ф. Иоэльсона	1	1574	1936-09-23T02:36:00	1936-09-23T02:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Х. Орлова	М.Х. Орлова	1	1869	1936-10-21T21:43:32	1936-10-21T21:43:32	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Я. Карпова	М.Я. Карпова	1	2776	1937-01-31T10:41:48	1937-01-31T10:41:48	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
М.Я. Презента	М.Я. Презента	1	1099	1935-02-11T05:34:00	1935-02-11T05:34:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Бобылева	Н.А. Бобылева	1	1669	1936-09-16T00:36:00	1936-09-16T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Емельянова	Н.А. Емельянова	1	352	1935-01-02T22:01:33	1935-01-02T22:01:33	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Королева	Н.А. Королева	1	981	1936-10-26T21:46:25	1936-10-26T21:46:25	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.А. Углановым	Н.А. Углановым	1	203	1933-03-21T08:02:07	1933-03-21T08:02:07	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Н.В. Комогорова	Н.В. Комогорова	1	6540	1935-07-20T21:42:57	1935-07-20T21:42:57	1	РАЗНЫЕ ДОКУМЕНТЫ	1	РАЗНЫЕ ДОКУМЕНТЫ
Н.Г. Андрейчука	Н.Г. Андрейчука	1	478	1935-10-13T18:55:00	1935-10-13T18:55:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Г. Ольховского	Н.Г. Ольховского	1	5687	1936-10-22T00:29:00	1936-10-22T00:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Г. Туманова	Н.Г. Туманова	1	1489	1936-08-30T00:20:00	1936-08-30T00:20:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.Д. Зарицкого	Н.Д. Зарицкого	1	589	1938-03-01T07:59:05	1938-03-01T07:59:05	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	БУХАРИН
Н.Е. Нилендера	Н.Е. Нилендера	1	2463	1936-04-12T08:20:00	1936-04-12T08:20:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Андреева	Н.И. Андреева	1	2795	1936-10-05T22:30:29	1936-10-05T22:30:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Медникова	Н.И. Медникова	1	1743	1936-11-04T12:01:36	1936-11-04T12:01:36	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Мильгевского	Н.И. Мильгевского	1	1228	1936-05-03T00:10:00	1936-05-03T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Третьякова	Н.И. Третьякова	1	1776	1936-10-16T18:30:07	1936-10-16T18:30:07	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.И. Трубиева	Н.И. Трубиева	1	3444	1936-12-10T18:15:10	1936-12-10T18:15:10	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.К. Буянского	Н.К. Буянского	1	3717	1936-12-28T19:38:45	1936-12-28T19:38:45	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Н.М. Букалова	Н.М. Букалова	1	2826	1937-07-05T18:04:07	1937-07-05T18:04:07	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
